AdmYear,AdmQuarter,AdmMonth,Date,PrimaryCategory,CCS.CATEGORY.DESCRIPTION,totalCases
2019,1,3,2019-03-01,"Injury, poisoning and certain other consequences of external causes",Fracture of upper limb,3
2019,1,3,2019-03-01,"Injury, poisoning and certain other consequences of external causes",Intracranial injury,1
2019,1,3,2019-03-01,"Injury, poisoning and certain other consequences of external causes",Joint disorders and dislocations; trauma-related,3
2019,1,3,2019-03-01,"Injury, poisoning and certain other consequences of external causes",Open wounds of extremities,2
2019,1,3,2019-03-01,"Injury, poisoning and certain other consequences of external causes",Open wounds of head; neck; and trunk,1
2019,1,3,2019-03-01,"Injury, poisoning and certain other consequences of external causes",Other fractures,2
2019,1,3,2019-03-01,"Injury, poisoning and certain other consequences of external causes",Poisoning by other medications and drugs,1
2019,1,3,2019-03-01,"Injury, poisoning and certain other consequences of external causes",Skull and face fractures,1
2019,1,3,2019-03-01,"Injury, poisoning and certain other consequences of external causes",Superficial injury; contusion,4
2019,1,3,2019-03-01,Mental and behavioural disorders,,3
2019,1,3,2019-03-01,Neoplasms,Cancer of other GI organs; peritoneum,1
2019,1,3,2019-03-01,"Pregnancy, childbirth and the puerperium",Fetal distress and abnormal forces of labor,2
2019,1,3,2019-03-01,"Pregnancy, childbirth and the puerperium",Malposition; malpresentation,10
2019,1,3,2019-03-01,"Pregnancy, childbirth and the puerperium",Other complications of pregnancy,4
2019,1,3,2019-03-01,"Pregnancy, childbirth and the puerperium",Spontaneous abortion,1
2019,1,3,2019-03-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Abdominal pain,6
2019,1,3,2019-03-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Cardiac dysrhythmias,4
2019,1,3,2019-03-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Conditions associated with dizziness or vertigo,1
2019,1,3,2019-03-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Diabetes mellitus without complication,1
2019,1,3,2019-03-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Epilepsy; convulsions,3
2019,1,3,2019-03-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Fever of unknown origin,1
2019,1,3,2019-03-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Gangrene,1
2019,1,3,2019-03-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Genitourinary symptoms and ill-defined conditions,2
2019,1,3,2019-03-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Malaise and fatigue,3
2019,1,3,2019-03-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Nausea and vomiting,1
2019,1,3,2019-03-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Nonspecific chest pain,15
2019,1,3,2019-03-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Other circulatory disease,1
2019,1,3,2019-03-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Other liver diseases,1
2019,1,3,2019-03-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Other lower respiratory disease,6
2019,1,3,2019-03-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Other nutritional; endocrine; and metabolic disorders,1
2019,1,3,2019-03-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Residual codes; unclassified,4
2019,1,3,2019-03-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Syncope,2
2019,2,4,2019-04-01,Certain infectious and parasitic diseases,Intestinal infection,8
2019,2,4,2019-04-01,Certain infectious and parasitic diseases,Septicemia (except in labor),2
2019,2,4,2019-04-01,Certain infectious and parasitic diseases,Viral infection,1
2019,2,4,2019-04-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Deficiency and other anemia,6
2019,2,4,2019-04-01,Diseases of the circulatory system,Acute cerebrovascular disease,1
2019,2,4,2019-04-01,Diseases of the circulatory system,Acute myocardial infarction,2
2019,2,4,2019-04-01,Diseases of the circulatory system,Cardiac dysrhythmias,5
2019,2,4,2019-04-01,Diseases of the circulatory system,Complications of surgical procedures or medical care,1
2019,2,4,2019-04-01,Diseases of the circulatory system,Congestive heart failure; nonhypertensive,5
2019,2,4,2019-04-01,Diseases of the circulatory system,Essential hypertension,1
2019,2,4,2019-04-01,Diseases of the circulatory system,Hypertension with complications and secondary hypertension,1
2019,2,4,2019-04-01,Diseases of the circulatory system,Other circulatory disease,1
2019,2,4,2019-04-01,Diseases of the circulatory system,Other diseases of veins and lymphatics,1
2019,2,4,2019-04-01,Diseases of the digestive system,Anal and rectal conditions,12
2019,2,4,2019-04-01,Diseases of the digestive system,Appendicitis and other appendiceal conditions,3
2019,2,4,2019-04-01,Diseases of the digestive system,Biliary tract disease,5
2019,2,4,2019-04-01,Diseases of the digestive system,Disorders of teeth and jaw,1
2019,2,4,2019-04-01,Diseases of the digestive system,Diverticulosis and diverticulitis,4
2019,2,4,2019-04-01,Diseases of the digestive system,Gastritis and duodenitis,4
2019,2,4,2019-04-01,Diseases of the digestive system,Gastrointestinal hemorrhage,3
2019,2,4,2019-04-01,Diseases of the digestive system,Intestinal obstruction without hernia,1
2019,2,4,2019-04-01,Diseases of the digestive system,Other gastrointestinal disorders,1
2019,2,4,2019-04-01,Diseases of the digestive system,Regional enteritis and ulcerative colitis,1
2019,2,4,2019-04-01,Diseases of the ear and mastoid process,Conditions associated with dizziness or vertigo,1
2019,2,4,2019-04-01,Diseases of the genitourinary system,Calculus of urinary tract,1
2019,2,4,2019-04-01,Diseases of the genitourinary system,Genitourinary symptoms and ill-defined conditions,1
2019,2,4,2019-04-01,Diseases of the genitourinary system,Urinary tract infections,5
2019,2,4,2019-04-01,Diseases of the musculoskeletal system and connective tissue,Other connective tissue disease,1
2019,2,4,2019-04-01,Diseases of the musculoskeletal system and connective tissue,Spondylosis; intervertebral disc disorders; other back problems,1
2019,2,4,2019-04-01,Diseases of the nervous system,Epilepsy; convulsions,6
2019,2,4,2019-04-01,Diseases of the nervous system,Headache; including migraine,1
2019,2,4,2019-04-01,Diseases of the nervous system,Meningitis (except that caused by tuberculosis or sexually transmitted disease),1
2019,2,4,2019-04-01,Diseases of the nervous system,Retinal detachments; defects; vascular occlusion; and retinopathy,1
2019,2,4,2019-04-01,Diseases of the respiratory system,Acute bronchitis,17
2019,2,4,2019-04-01,Diseases of the respiratory system,Asthma,3
2019,2,4,2019-04-01,Diseases of the respiratory system,Chronic obstructive pulmonary disease and bronchiectasis,2
2019,2,4,2019-04-01,Diseases of the respiratory system,Other upper respiratory infections,3
2019,2,4,2019-04-01,Diseases of the respiratory system,Pleurisy; pneumothorax; pulmonary collapse,2
2019,2,4,2019-04-01,Diseases of the respiratory system,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),18
2019,2,4,2019-04-01,Diseases of the skin and subcutaneous tissue,Allergic reactions,1
2019,2,4,2019-04-01,Diseases of the skin and subcutaneous tissue,Chronic ulcer of skin,1
2019,2,4,2019-04-01,Diseases of the skin and subcutaneous tissue,Other inflammatory condition of skin,1
2019,2,4,2019-04-01,Diseases of the skin and subcutaneous tissue,Skin and subcutaneous tissue infections,5
2019,2,4,2019-04-01,"Endocrine, nutritional and metabolic diseases",Diabetes mellitus without complication,1
2019,2,4,2019-04-01,"Endocrine, nutritional and metabolic diseases",Other endocrine disorders,1
2019,2,4,2019-04-01,External causes of morbidity and mortality,,5
2019,2,4,2019-04-01,Factors influencing health status and contact with health services,Chronic kidney disease,2
2019,2,4,2019-04-01,Factors influencing health status and contact with health services,Medical examination/evaluation,1
2019,2,4,2019-04-01,Factors influencing health status and contact with health services,Other screening for suspected conditions (not mental disorders or infectious disease),1
2019,2,4,2019-04-01,"Injury, poisoning and certain other consequences of external causes",Complication of device; implant or graft,1
2019,2,4,2019-04-01,"Injury, poisoning and certain other consequences of external causes",Crushing injury or internal injury,5
2019,2,4,2019-04-01,"Injury, poisoning and certain other consequences of external causes",Fracture of lower limb,5
2019,2,4,2019-04-01,"Injury, poisoning and certain other consequences of external causes",Fracture of neck of femur (hip),5
2019,2,4,2019-04-01,"Injury, poisoning and certain other consequences of external causes",Fracture of upper limb,3
2019,2,4,2019-04-01,"Injury, poisoning and certain other consequences of external causes",Intracranial injury,1
2019,2,4,2019-04-01,"Injury, poisoning and certain other consequences of external causes",Joint disorders and dislocations; trauma-related,3
2019,2,4,2019-04-01,"Injury, poisoning and certain other consequences of external causes",Other fractures,1
2019,2,4,2019-04-01,"Injury, poisoning and certain other consequences of external causes",Other injuries and conditions due to external causes,3
2019,2,4,2019-04-01,"Injury, poisoning and certain other consequences of external causes",Poisoning by other medications and drugs,1
2019,2,4,2019-04-01,"Injury, poisoning and certain other consequences of external causes",Skull and face fractures,1
2019,2,4,2019-04-01,"Injury, poisoning and certain other consequences of external causes",Superficial injury; contusion,2
2019,2,4,2019-04-01,Mental and behavioural disorders,,1
2019,2,4,2019-04-01,Neoplasms,Cancer of breast,1
2019,2,4,2019-04-01,Neoplasms,Cancer of head and neck,1
2019,2,4,2019-04-01,Neoplasms,Leukemias,1
2019,2,4,2019-04-01,"Pregnancy, childbirth and the puerperium",Fetal distress and abnormal forces of labor,1
2019,2,4,2019-04-01,"Pregnancy, childbirth and the puerperium",Fetopelvic disproportion; obstruction,2
2019,2,4,2019-04-01,"Pregnancy, childbirth and the puerperium",Forceps delivery,1
2019,2,4,2019-04-01,"Pregnancy, childbirth and the puerperium",Hemorrhage during pregnancy; abruptio placenta; placenta previa,1
2019,2,4,2019-04-01,"Pregnancy, childbirth and the puerperium",Malposition; malpresentation,9
2019,2,4,2019-04-01,"Pregnancy, childbirth and the puerperium",Other complications of birth; puerperium affecting management of mother,4
2019,2,4,2019-04-01,"Pregnancy, childbirth and the puerperium",Other complications of pregnancy,5
2019,2,4,2019-04-01,"Pregnancy, childbirth and the puerperium",Spontaneous abortion,1
2019,2,4,2019-04-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Abdominal pain,4
2019,2,4,2019-04-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Cardiac dysrhythmias,4
2019,2,4,2019-04-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Conditions associated with dizziness or vertigo,3
2019,2,4,2019-04-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Epilepsy; convulsions,1
2019,2,4,2019-04-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Headache; including migraine,1
2019,2,4,2019-04-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Nonspecific chest pain,12
2019,2,4,2019-04-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Other liver diseases,1
2019,2,4,2019-04-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Other lower respiratory disease,6
2019,2,4,2019-04-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Other nervous system disorders,2
2019,2,4,2019-04-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Other skin disorders,1
2019,2,4,2019-04-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Residual codes; unclassified,4
2019,2,4,2019-04-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Syncope,9
2019,2,4,2019-04-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Thyroid disorders,1
2019,2,5,2019-05-01,Certain infectious and parasitic diseases,Intestinal infection,15
2019,2,5,2019-05-01,Certain infectious and parasitic diseases,Septicemia (except in labor),5
2019,2,5,2019-05-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Deficiency and other anemia,3
2019,2,5,2019-05-01,Diseases of the circulatory system,Acute cerebrovascular disease,3
2019,2,5,2019-05-01,Diseases of the circulatory system,Acute myocardial infarction,3
2019,2,5,2019-05-01,Diseases of the circulatory system,Aortic; peripheral; and visceral artery aneurysms,1
2019,2,5,2019-05-01,Diseases of the circulatory system,Cardiac dysrhythmias,4
2019,2,5,2019-05-01,Diseases of the circulatory system,Conduction disorders,1
2019,2,5,2019-05-01,Diseases of the circulatory system,Congestive heart failure; nonhypertensive,3
2019,2,5,2019-05-01,Diseases of the circulatory system,Coronary atherosclerosis and other heart disease,3
2019,2,5,2019-05-01,Diseases of the circulatory system,Essential hypertension,2
2019,2,5,2019-05-01,Diseases of the circulatory system,Other circulatory disease,2
2019,2,5,2019-05-01,Diseases of the circulatory system,Phlebitis; thrombophlebitis and thromboembolism,2
2019,2,5,2019-05-01,Diseases of the circulatory system,Pulmonary heart disease,1
2019,2,5,2019-05-01,Diseases of the digestive system,Abdominal hernia,1
2019,2,5,2019-05-01,Diseases of the digestive system,Anal and rectal conditions,8
2019,2,5,2019-05-01,Diseases of the digestive system,Appendicitis and other appendiceal conditions,3
2019,2,5,2019-05-01,Diseases of the digestive system,Biliary tract disease,4
2019,2,5,2019-05-01,Diseases of the digestive system,Disorders of teeth and jaw,1
2019,2,5,2019-05-01,Diseases of the digestive system,Diverticulosis and diverticulitis,2
2019,2,5,2019-05-01,Diseases of the digestive system,Esophageal disorders,2
2019,2,5,2019-05-01,Diseases of the digestive system,Gastritis and duodenitis,6
2019,2,5,2019-05-01,Diseases of the digestive system,Gastroduodenal ulcer (except hemorrhage),1
2019,2,5,2019-05-01,Diseases of the digestive system,Gastrointestinal hemorrhage,1
2019,2,5,2019-05-01,Diseases of the digestive system,Intestinal obstruction without hernia,1
2019,2,5,2019-05-01,Diseases of the digestive system,Noninfectious gastroenteritis,1
2019,2,5,2019-05-01,Diseases of the digestive system,Other liver diseases,1
2019,2,5,2019-05-01,Diseases of the digestive system,Pancreatic disorders (not diabetes),1
2019,2,5,2019-05-01,Diseases of the digestive system,Peritonitis and intestinal abscess,1
2019,2,5,2019-05-01,Diseases of the genitourinary system,Menstrual disorders,3
2019,2,5,2019-05-01,Diseases of the genitourinary system,Urinary tract infections,19
2019,2,5,2019-05-01,Diseases of the musculoskeletal system and connective tissue,Infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease),1
2019,2,5,2019-05-01,Diseases of the musculoskeletal system and connective tissue,Other connective tissue disease,3
2019,2,5,2019-05-01,Diseases of the musculoskeletal system and connective tissue,Spondylosis; intervertebral disc disorders; other back problems,3
2019,2,5,2019-05-01,Diseases of the nervous system,Acute cerebrovascular disease,1
2019,2,5,2019-05-01,Diseases of the nervous system,Epilepsy; convulsions,1
2019,2,5,2019-05-01,Diseases of the nervous system,Other nervous system disorders,1
2019,2,5,2019-05-01,Diseases of the nervous system,Paralysis,1
2019,2,5,2019-05-01,Diseases of the nervous system,Retinal detachments; defects; vascular occlusion; and retinopathy,3
2019,2,5,2019-05-01,Diseases of the respiratory system,Acute and chronic tonsillitis,1
2019,2,5,2019-05-01,Diseases of the respiratory system,Acute bronchitis,16
2019,2,5,2019-05-01,Diseases of the respiratory system,Aspiration pneumonitis; food/vomitus,2
2019,2,5,2019-05-01,Diseases of the respiratory system,Asthma,2
2019,2,5,2019-05-01,Diseases of the respiratory system,Chronic obstructive pulmonary disease and bronchiectasis,2
2019,2,5,2019-05-01,Diseases of the respiratory system,Other lower respiratory disease,1
2019,2,5,2019-05-01,Diseases of the respiratory system,Other upper respiratory infections,2
2019,2,5,2019-05-01,Diseases of the respiratory system,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),5
2019,2,5,2019-05-01,Diseases of the skin and subcutaneous tissue,Chronic ulcer of skin,2
2019,2,5,2019-05-01,Diseases of the skin and subcutaneous tissue,Other inflammatory condition of skin,1
2019,2,5,2019-05-01,Diseases of the skin and subcutaneous tissue,Skin and subcutaneous tissue infections,4
2019,2,5,2019-05-01,"Endocrine, nutritional and metabolic diseases",Diabetes mellitus without complication,4
2019,2,5,2019-05-01,"Endocrine, nutritional and metabolic diseases",Fluid and electrolyte disorders,1
2019,2,5,2019-05-01,"Endocrine, nutritional and metabolic diseases",Other endocrine disorders,2
2019,2,5,2019-05-01,External causes of morbidity and mortality,,5
2019,2,5,2019-05-01,Factors influencing health status and contact with health services,Contraceptive and procreative management,1
2019,2,5,2019-05-01,Factors influencing health status and contact with health services,Immunizations and screening for infectious disease,1
2019,2,5,2019-05-01,Factors influencing health status and contact with health services,Maintenance chemotherapy; radiotherapy,1
2019,2,5,2019-05-01,Factors influencing health status and contact with health services,Other aftercare,1
2019,2,5,2019-05-01,Factors influencing health status and contact with health services,Residual codes; unclassified,2
2019,2,5,2019-05-01,"Injury, poisoning and certain other consequences of external causes",Complications of surgical procedures or medical care,1
2019,2,5,2019-05-01,"Injury, poisoning and certain other consequences of external causes",Crushing injury or internal injury,3
2019,2,5,2019-05-01,"Injury, poisoning and certain other consequences of external causes",Fracture of lower limb,4
2019,2,5,2019-05-01,"Injury, poisoning and certain other consequences of external causes",Fracture of neck of femur (hip),1
2019,2,5,2019-05-01,"Injury, poisoning and certain other consequences of external causes",Fracture of upper limb,5
2019,2,5,2019-05-01,"Injury, poisoning and certain other consequences of external causes",Joint disorders and dislocations; trauma-related,1
2019,2,5,2019-05-01,"Injury, poisoning and certain other consequences of external causes",Open wounds of head; neck; and trunk,1
2019,2,5,2019-05-01,"Injury, poisoning and certain other consequences of external causes",Other injuries and conditions due to external causes,3
2019,2,5,2019-05-01,"Injury, poisoning and certain other consequences of external causes",Poisoning by nonmedicinal substances,1
2019,2,5,2019-05-01,Mental and behavioural disorders,,2
2019,2,5,2019-05-01,Neoplasms,Leukemias,1
2019,2,5,2019-05-01,"Pregnancy, childbirth and the puerperium",Early or threatened labor,1
2019,2,5,2019-05-01,"Pregnancy, childbirth and the puerperium",Fetal distress and abnormal forces of labor,2
2019,2,5,2019-05-01,"Pregnancy, childbirth and the puerperium",Hemorrhage during pregnancy; abruptio placenta; placenta previa,1
2019,2,5,2019-05-01,"Pregnancy, childbirth and the puerperium",Malposition; malpresentation,11
2019,2,5,2019-05-01,"Pregnancy, childbirth and the puerperium",Other complications of birth; puerperium affecting management of mother,2
2019,2,5,2019-05-01,"Pregnancy, childbirth and the puerperium",Other complications of pregnancy,2
2019,2,5,2019-05-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Abdominal pain,2
2019,2,5,2019-05-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Cardiac dysrhythmias,5
2019,2,5,2019-05-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Epilepsy; convulsions,2
2019,2,5,2019-05-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Fever of unknown origin,3
2019,2,5,2019-05-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Genitourinary symptoms and ill-defined conditions,2
2019,2,5,2019-05-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Headache; including migraine,1
2019,2,5,2019-05-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Malaise and fatigue,2
2019,2,5,2019-05-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Nausea and vomiting,4
2019,2,5,2019-05-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Nonspecific chest pain,14
2019,2,5,2019-05-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Other lower respiratory disease,4
2019,2,5,2019-05-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Other nutritional; endocrine; and metabolic disorders,1
2019,2,5,2019-05-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Other skin disorders,1
2019,2,5,2019-05-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Residual codes; unclassified,1
2019,2,5,2019-05-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Syncope,2
2019,2,6,2019-06-01,Certain conditions originating in the perinatal period,Hemolytic jaundice and perinatal jaundice,1
2019,2,6,2019-06-01,Certain infectious and parasitic diseases,Intestinal infection,9
2019,2,6,2019-06-01,Certain infectious and parasitic diseases,Meningitis (except that caused by tuberculosis or sexually transmitted disease),1
2019,2,6,2019-06-01,Certain infectious and parasitic diseases,Septicemia (except in labor),1
2019,2,6,2019-06-01,Certain infectious and parasitic diseases,Tuberculosis,1
2019,2,6,2019-06-01,Certain infectious and parasitic diseases,Viral infection,1
2019,2,6,2019-06-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Deficiency and other anemia,4
2019,2,6,2019-06-01,Diseases of the circulatory system,Acute cerebrovascular disease,3
2019,2,6,2019-06-01,Diseases of the circulatory system,Acute myocardial infarction,1
2019,2,6,2019-06-01,Diseases of the circulatory system,Cardiac dysrhythmias,8
2019,2,6,2019-06-01,Diseases of the circulatory system,Congestive heart failure; nonhypertensive,6
2019,2,6,2019-06-01,Diseases of the circulatory system,Lymphadenitis,1
2019,2,6,2019-06-01,Diseases of the circulatory system,Peri-; endo-; and myocarditis; cardiomyopathy (except that caused by tuberculosis or sexually transmitted disease),1
2019,2,6,2019-06-01,Diseases of the circulatory system,Peripheral and visceral atherosclerosis,1
2019,2,6,2019-06-01,Diseases of the circulatory system,Pulmonary heart disease,2
2019,2,6,2019-06-01,Diseases of the digestive system,Abdominal hernia,2
2019,2,6,2019-06-01,Diseases of the digestive system,Anal and rectal conditions,6
2019,2,6,2019-06-01,Diseases of the digestive system,Appendicitis and other appendiceal conditions,3
2019,2,6,2019-06-01,Diseases of the digestive system,Biliary tract disease,1
2019,2,6,2019-06-01,Diseases of the digestive system,Diseases of mouth; excluding dental,1
2019,2,6,2019-06-01,Diseases of the digestive system,Disorders of teeth and jaw,5
2019,2,6,2019-06-01,Diseases of the digestive system,Diverticulosis and diverticulitis,3
2019,2,6,2019-06-01,Diseases of the digestive system,Esophageal disorders,2
2019,2,6,2019-06-01,Diseases of the digestive system,Gastritis and duodenitis,6
2019,2,6,2019-06-01,Diseases of the digestive system,Gastrointestinal hemorrhage,2
2019,2,6,2019-06-01,Diseases of the digestive system,Intestinal obstruction without hernia,2
2019,2,6,2019-06-01,Diseases of the digestive system,Other gastrointestinal disorders,1
2019,2,6,2019-06-01,Diseases of the digestive system,Pancreatic disorders (not diabetes),2
2019,2,6,2019-06-01,Diseases of the ear and mastoid process,Conditions associated with dizziness or vertigo,2
2019,2,6,2019-06-01,Diseases of the genitourinary system,Acute and unspecified renal failure,2
2019,2,6,2019-06-01,Diseases of the genitourinary system,Calculus of urinary tract,3
2019,2,6,2019-06-01,Diseases of the genitourinary system,Menstrual disorders,1
2019,2,6,2019-06-01,Diseases of the genitourinary system,Other male genital disorders,1
2019,2,6,2019-06-01,Diseases of the genitourinary system,Urinary tract infections,15
2019,2,6,2019-06-01,Diseases of the musculoskeletal system and connective tissue,Gout and other crystal arthropathies,1
2019,2,6,2019-06-01,Diseases of the musculoskeletal system and connective tissue,Infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease),1
2019,2,6,2019-06-01,Diseases of the musculoskeletal system and connective tissue,Other connective tissue disease,1
2019,2,6,2019-06-01,Diseases of the musculoskeletal system and connective tissue,Other non-traumatic joint disorders,1
2019,2,6,2019-06-01,Diseases of the musculoskeletal system and connective tissue,Spondylosis; intervertebral disc disorders; other back problems,1
2019,2,6,2019-06-01,Diseases of the nervous system,Epilepsy; convulsions,2
2019,2,6,2019-06-01,Diseases of the nervous system,Headache; including migraine,1
2019,2,6,2019-06-01,Diseases of the nervous system,Other nervous system disorders,1
2019,2,6,2019-06-01,Diseases of the respiratory system,Acute and chronic tonsillitis,3
2019,2,6,2019-06-01,Diseases of the respiratory system,Acute bronchitis,25
2019,2,6,2019-06-01,Diseases of the respiratory system,Chronic obstructive pulmonary disease and bronchiectasis,7
2019,2,6,2019-06-01,Diseases of the respiratory system,Other lower respiratory disease,1
2019,2,6,2019-06-01,Diseases of the respiratory system,Other upper respiratory infections,4
2019,2,6,2019-06-01,Diseases of the respiratory system,Pleurisy; pneumothorax; pulmonary collapse,1
2019,2,6,2019-06-01,Diseases of the respiratory system,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),5
2019,2,6,2019-06-01,Diseases of the skin and subcutaneous tissue,Allergic reactions,1
2019,2,6,2019-06-01,Diseases of the skin and subcutaneous tissue,Skin and subcutaneous tissue infections,6
2019,2,6,2019-06-01,"Endocrine, nutritional and metabolic diseases",Diabetes mellitus without complication,2
2019,2,6,2019-06-01,"Endocrine, nutritional and metabolic diseases",Other endocrine disorders,2
2019,2,6,2019-06-01,External causes of morbidity and mortality,,13
2019,2,6,2019-06-01,Factors influencing health status and contact with health services,Medical examination/evaluation,1
2019,2,6,2019-06-01,Factors influencing health status and contact with health services,Residual codes; unclassified,1
2019,2,6,2019-06-01,"Injury, poisoning and certain other consequences of external causes",Burns,1
2019,2,6,2019-06-01,"Injury, poisoning and certain other consequences of external causes",Complications of surgical procedures or medical care,1
2019,2,6,2019-06-01,"Injury, poisoning and certain other consequences of external causes",Crushing injury or internal injury,8
2019,2,6,2019-06-01,"Injury, poisoning and certain other consequences of external causes",Fracture of lower limb,3
2019,2,6,2019-06-01,"Injury, poisoning and certain other consequences of external causes",Fracture of neck of femur (hip),2
2019,2,6,2019-06-01,"Injury, poisoning and certain other consequences of external causes",Fracture of upper limb,5
2019,2,6,2019-06-01,"Injury, poisoning and certain other consequences of external causes",Joint disorders and dislocations; trauma-related,2
2019,2,6,2019-06-01,"Injury, poisoning and certain other consequences of external causes",Open wounds of extremities,1
2019,2,6,2019-06-01,"Injury, poisoning and certain other consequences of external causes",Other fractures,2
2019,2,6,2019-06-01,"Injury, poisoning and certain other consequences of external causes",Other injuries and conditions due to external causes,4
2019,2,6,2019-06-01,"Injury, poisoning and certain other consequences of external causes",Skull and face fractures,1
2019,2,6,2019-06-01,Mental and behavioural disorders,,5
2019,2,6,2019-06-01,Neoplasms,Cancer of esophagus,1
2019,2,6,2019-06-01,Neoplasms,Cancer of rectum and anus,1
2019,2,6,2019-06-01,Neoplasms,Other and unspecified benign neoplasm,1
2019,2,6,2019-06-01,"Pregnancy, childbirth and the puerperium",Ectopic pregnancy,1
2019,2,6,2019-06-01,"Pregnancy, childbirth and the puerperium",Fetal distress and abnormal forces of labor,3
2019,2,6,2019-06-01,"Pregnancy, childbirth and the puerperium",Hemorrhage during pregnancy; abruptio placenta; placenta previa,3
2019,2,6,2019-06-01,"Pregnancy, childbirth and the puerperium",Induced abortion,1
2019,2,6,2019-06-01,"Pregnancy, childbirth and the puerperium",Malposition; malpresentation,11
2019,2,6,2019-06-01,"Pregnancy, childbirth and the puerperium",Other complications of birth; puerperium affecting management of mother,4
2019,2,6,2019-06-01,"Pregnancy, childbirth and the puerperium",Other complications of pregnancy,1
2019,2,6,2019-06-01,"Pregnancy, childbirth and the puerperium",Spontaneous abortion,1
2019,2,6,2019-06-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Abdominal pain,7
2019,2,6,2019-06-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Cardiac dysrhythmias,2
2019,2,6,2019-06-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Conditions associated with dizziness or vertigo,4
2019,2,6,2019-06-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Diseases of mouth; excluding dental,1
2019,2,6,2019-06-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Epilepsy; convulsions,1
2019,2,6,2019-06-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Fever of unknown origin,1
