AdmYear,AdmMonth,PrimaryDiagnosis,totalCases
2019,April,Special epileptic syndromes (epilepsy),1
2019,April,Special screening examination for neoplasm of bladder,1
2019,April,"Spontaneous abortion: Complete or unspecified, without complication",1
2019,April,Superficial injury of head,1
2019,April,"Superficial injury of head, part unspecified",1
2019,April,"Tachycardia, unspecified",1
2019,April,Threatened abortion,1
2019,April,"Transient cerebral ischaemic attack, unspecified (TIA)",1
2019,April,Traumatic subdural haemorrhage,1
2019,April,"Ulcer of lower limb, not elsewhere classified",1
2019,April,Unspecified diabetes mellitus (DM): With ketoacidosis,1
2019,April,Unspecified fall,1
2019,April,Unspecified infection of urinary tract in pregnancy,1
2019,April,Vitamin B12 deficiency anaemia,1
2019,April,"Vitamin B12, folic acid and other anti-megaloblastic-anaemia preparations",1
2019,May,"Abnormal uterine and vaginal bleeding, unspecified",1
2019,May,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",1
2019,May,Acute bronchitis due to rhinovirus,1
2019,May,Acute cholecystitis,1
2019,May,"Acute ischaemic heart disease, unspecified (IHD)",1
2019,May,Acute myeloblastic leukaemia [AML],1
2019,May,Acute nasopharyngitis [common cold],1
2019,May,"Acute pancreatitis, unspecified",1
2019,May,Acute subendocardial myocardial infarction (MI) Non-ST elevation (NSTEMI),1
2019,May,Acute tonsillitis,1
2019,May,"Acute upper respiratory infection, unspecified (URTI)",1
2019,May,Alcohol use,1
2019,May,Amputation of limb(s),1
2019,May,Anaemia in neoplastic disease,1
2019,May,"Anaemia, unspecified",1
2019,May,"Angina pectoris, unspecified",1
2019,May,Aortic aneurysm and dissection,1
2019,May,"Assisted single delivery, unspecified",1
2019,May,Asthma,1
2019,May,"Asthma, unspecified",1
2019,May,"Atrioventricular block, complete",1
2019,May,"Bradycardia, unspecified",1
2019,May,Brain stem stroke syndrome,1
2019,May,Cellulitis of other parts of limb,1
2019,May,Cerebral palsy,1
2019,May,Cholangitis,1
2019,May,"Cholecystitis, unspecified",1
2019,May,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified (COAD)",1
2019,May,"Chronic obstructive pulmonary disease, unspecified (COAD)",1
2019,May,Convalescence following chemotherapy,1
2019,May,"Cutaneous abscess, furuncle and carbuncle of buttock",1
2019,May,Delivery by elective caesarean section (LSCS elective),1
2019,May,Delivery by emergency caesarean section (LSCS emergency),1
2019,May,Dementia in Alzheimer disease,1
2019,May,Dental caries,1
2019,May,"Disorder of urinary system, unspecified",1
2019,May,Diverticular disease of intestine,1
2019,May,Diverticular disease of large intestine without perforation or abscess,1
2019,May,Duodenal ulcer,1
2019,May,Embolism and thrombosis of other specified veins,1
2019,May,Epistaxis,1
2019,May,"False labour, unspecified",1
2019,May,Fever of other and unknown origin,1
2019,May,Fracture at wrist and hand level,1
2019,May,Fracture of forearm,1
2019,May,"Fracture of forearm, part unspecified",1
2019,May,Fracture of lower end of humerus,1
2019,May,Fracture of metatarsal bone,1
2019,May,Fracture of neck of femur,1
2019,May,Fracture of upper end of ulna,1
2019,May,Fractures of other parts of lower leg,1
2019,May,Gastro-oesophageal reflux disease,1
2019,May,"Grand mal seizures, unspecified (with or without petit mal) (epilepsy)",1
2019,May,Headache,1
2019,May,Hyperkalaemia,1
2019,May,Hypotension due to drugs,1
2019,May,"Infection following a procedure, not elsewhere classified",1
2019,May,Injury of quadriceps muscle and tendon,1
2019,May,Insulin-dependent diabetes mellitus (IDDM): With ketoacidosis,1
2019,May,Intestinal adhesions [bands] with obstruction,1
2019,May,Iron deficiency anaemia,1
2019,May,Localized salmonella infections,1
2019,May,"Localized swelling, mass and lump, neck",1
2019,May,Maternal care for other specified fetal problems,1
2019,May,Melaena,1
2019,May,Mental and behavioural disorders due to use of cocaine: Acute intoxication,1
2019,May,Moderate alcohol intoxication,1
2019,May,Myalgia (muscle / musculoskeletal pain),1
2019,May,Non-insulin-dependent diabetes mellitus (NIDDM): Without complications,1
2019,May,"Observation for suspected disease or condition, unspecified",1
2019,May,Oesophageal obstruction,1
2019,May,Open wound of upper arm,1
2019,May,"Osteomyelitis, unspecified",1
2019,May,Other abnormal uterine and vaginal bleeding,1
2019,May,Other and unspecified cirrhosis of liver,1
2019,May,Other and unspecified gastroenteritis and colitis of infectious origin,1
2019,May,Other and unspecified injuries of head,1
2019,May,Other and unspecified symptoms and signs involving cognitive functions and awareness,1
2019,May,Other disorders of urinary system,1
2019,May,Other early complications of trauma,1
2019,May,Other gastritis,1
2019,May,Other gastroenteritis and colitis of infectious and unspecified origin,1
2019,May,Other noninfective gastroenteritis and colitis,1
2019,May,Other psoriasis,1
2019,May,Other specified abnormal uterine and vaginal bleeding,1
2019,May,Other specified diseases of anus and rectum,1
2019,May,Other specified diseases of biliary tract,1
2019,May,Other specified medical care,1
2019,May,Other symptoms and signs concerning food and fluid intake,1
2019,May,Peritonitis,1
2019,May,Person awaiting admission to adequate facility elsewhere (social case),1
2019,May,Phlebitis and thrombophlebitis of superficial vessels of lower extremities,1
2019,May,"Pneumonia, organism unspecified",1
2019,May,"Pneumonia, unspecified",1
2019,May,Pneumonitis due to food and vomit (aspiration pneumonia),1
2019,May,Pneumonitis due to solids and liquids (aspiration pneumonia),1
2019,May,Pregnancy examination and test,1
2019,May,Prepatellar bursitis,1
2019,May,Primary inadequate contractions,1
2019,May,Pulmonary oedema,1
2019,May,Retention of urine,1
2019,May,Rupture of ligaments at ankle and foot level,1
2019,May,Salmonella enteritis,1
2019,May,"Sepsis, unspecified",1
2019,May,Severe alcohol intoxication,1
2019,May,Spondylolisthesis,1
2019,May,Threatened abortion,1
2019,May,"Toxic effect: Corrosive substance, unspecified",1
2019,May,Toxic encephalopathy,1
2019,May,Transient synovitis,1
2019,May,"Ulcer of lower limb, not elsewhere classified",1
2019,May,Umbilical hernia,1
2019,May,Unspecified fall,1
2019,May,Unspecified haematuria,1
2019,May,Unspecified injury of head,1
2019,May,Unstable angina,1
2019,June,"Abnormal blood-pressure reading, without diagnosis",1
2019,June,Abnormal results of kidney function studies,1
2019,June,Abnormalities of gait and mobility,1
2019,June,Acute appendicitis with generalized peritonitis,1
2019,June,Acute myocardial infarction (MI) ST elevation (STEMI) and non-ST elevation (NSTEMI),1
2019,June,"Acute myocarditis, unspecified",1
2019,June,Acute obstructive laryngitis [croup],1
2019,June,Acute pancreatitis,1
2019,June,Acute renal failure,1
2019,June,Acute tonsillitis due to other specified organisms,1
2019,June,"Allergy, unspecified",1
2019,June,Anal abscess,1
2019,June,"Anxiety disorder, unspecified",1
2019,June,"Bacterial pneumonia, unspecified",1
2019,June,Bell palsy,1
2019,June,"Benign neoplasm: Brain, unspecified",1
2019,June,Benign paroxysmal vertigo,1
2019,June,Bitten or stung by nonvenomous insect and other nonvenomous arthropods,1
2019,June,Burn of third degree of head and neck,1
2019,June,Caisson disease [decompression sickness],1
2019,June,Calculus of gallbladder without cholecystitis,1
2019,June,Campylobacter enteritis,1
2019,June,Cellulitis and abscess of mouth,1
2019,June,Cellulitis of other parts of limb,1
2019,June,"Chronic obstructive pulmonary disease, unspecified (COAD)",1
2019,June,"Dental caries, unspecified",1
2019,June,Dislocation of shoulder joint,1
2019,June,"Disorder of urinary system, unspecified",1
2019,June,Diverticular disease of intestine,1
2019,June,Diverticular disease of large intestine with perforation and abscess,1
2019,June,Diverticular disease of large intestine without perforation or abscess,1
2019,June,"Drowning and submersion, undetermined intent",1
2019,June,"Drug or medicament, unspecified",1
2019,June,Dysphagia,1
2019,June,Dyspnoea (SOB),1
2019,June,"Ectopic pregnancy, unspecified",1
2019,June,"Elevated blood-pressure reading, without diagnosis of hypertension",1
2019,June,Enteropathogenic Escherichia coli infection,1
2019,June,Fall on and from ladder,1
2019,June,Febrile convulsions,1
2019,June,"Fever, unspecified (PUO)",1
2019,June,Foreign body in oesophagus,1
2019,June,"Fracture of foot, unspecified",1
2019,June,Fracture of neck of femur,1
2019,June,Fracture of other and unspecified parts of wrist and hand,1
2019,June,Fracture of patella,1
2019,June,Fracture of rib,1
2019,June,Fracture of shaft of femur,1
2019,June,Fracture of shaft of radius,1
2019,June,Fracture of thoracic vertebra,1
2019,June,Fracture of upper end of ulna,1
2019,June,Fractures involving multiple regions of one upper limb,1
2019,June,Fractures of other parts of lower leg,1
2019,June,"Gangrene, not elsewhere classified",1
2019,June,"General psychiatric examination, not elsewhere classified",1
2019,June,"Gout, unspecified",1
2019,June,"Grand mal seizures, unspecified (with or without petit mal) (epilepsy)",1
2019,June,Heat syncope,1
2019,June,Hydronephrosis with renal and ureteral calculous obstruction,1
2019,June,Injury of rectum,1
2019,June,Insufficient intake of food and water due to self neglect,1
2019,June,Insulin-dependent diabetes mellitus (IDDM): With ketoacidosis,1
2019,June,Insulin-dependent diabetes mellitus (IDDM): Without complications,1
2019,June,Iron deficiency anaemia,1
2019,June,Labyrinthitis,1
2019,June,Localization-related (focal)(partial) idiopathic epilepsy and epileptic syndromes with seizures of localized onset,1
2019,June,Localized oedema,1
2019,June,Low back pain,1
2019,June,Malignant neoplasm (Cancer / Carcinoma) of oesophagus,1
2019,June,Malignant neoplasm (Cancer / Carcinoma) of rectum,1
2019,June,Mild hyperemesis gravidarum,1
2019,June,Myalgia (muscle / musculoskeletal pain),1
2019,June,"Neonatal jaundice due to excessive haemolysis, unspecified",1
2019,June,Nonspecific lymphadenitis,1
2019,June,Obstetric and gynaecological devices associated with adverse incidents: Diagnostic and monitoring devices,1
2019,June,"Oedema, unspecified",1
2019,June,Other abnormal uterine and vaginal bleeding,1
2019,June,"Other abortion: Incomplete, without complication",1
2019,June,Other acute osteomyelitis,1
2019,June,Other acute pancreatitis,1
2019,June,"Other complications of procedures, not elsewhere classified",1
2019,June,Other fall from one level to another,1
2019,June,Other gastritis,1
2019,June,Other hypoglycaemia,1
2019,June,Other local infections of skin and subcutaneous tissue,1
2019,June,Other mixed anxiety disorders,1
2019,June,Other specified disorders of male genital organs (testis),1
2019,June,Other specified injuries of head,1
2019,June,Other viral enteritis,1
2019,June,Pain in joint,1
2019,June,Pain localized to other parts of lower abdomen,1
2019,June,Pain localized to upper abdomen,1
2019,June,Panic disorder [episodic paroxysmal anxiety],1
2019,June,"Peripheral vascular disease, unspecified",1
2019,June,Pilonidal cyst,1
2019,June,Placenta praevia with haemorrhage,1
2019,June,"Pneumonia, organism unspecified",1
2019,June,Presence of orthopaedic joint implants,1
2019,June,Primary inadequate contractions,1
2019,June,Pulmonary embolism,1
2019,June,Pulmonary embolism without mention of acute cor pulmonale,1
2019,June,Pulmonary oedema,1
2019,June,Recurrent depressive disorder,1
2019,June,"Sedatives, hypnotics and antianxiety drugs",1
2019,June,"Sepsis, unspecified",1
2019,June,Sequelae (consequence / complication) of fracture of femur,1
2019,June,Severe alcohol intoxication,1
2019,June,Spontaneous abortion,1
2019,June,Supraventricular tachycardia (SVT),1
2019,June,"Testicular dysfunction, unspecified",1
2019,June,Traumatic amputation of other single finger (complete)(partial),1
2019,June,"Tuberculosis of lung, confirmed by culture only",1
2019,June,Umbilical hernia without obstruction or gangrene,1
2019,June,"Unilateral or unspecified inguinal hernia, without obstruction or gangrene",1
2019,June,Unspecified dementia,1
2019,June,Unspecified haematuria,1
2019,June,Unspecified kidney failure,1
2019,June,Urticaria,1
2019,June,"Viral meningitis, unspecified",1
2019,June,"Viral pneumonia, unspecified",1
2019,June,Wheezing,1
2019,June,Zoster without complication,1
2019,July,Abdominal and pelvic pain,1
2019,July,Abnormal results of kidney function studies,1
2019,July,"Abnormal uterine and vaginal bleeding, unspecified",1
2019,July,Accident to watercraft causing other injury: Sailboat,1
2019,July,"Acute appendicitis, other and unspecified",1
2019,July,Acute myeloblastic leukaemia [AML],1
2019,July,"Acute myocardial infarction, unspecified (MI) ST elevation (STEMI) and non-ST elevation Non-ST elevation (NSTEMI)",1
2019,July,Acute obstructive laryngitis [croup],1
2019,July,Acute stress reaction,1
2019,July,Acute subendocardial myocardial infarction (MI) Non-ST elevation (NSTEMI),1
2019,July,"Acute tonsillitis, unspecified",1
2019,July,Acute tubulo-interstitial nephritis,1
2019,July,"Allergy, unspecified",1
2019,July,"Antepartum haemorrhage, unspecified",1
2019,July,Aortic (valve) stenosis,1
2019,July,"Bacterial pneumonia, not elsewhere classified",1
2019,July,"Bradycardia, unspecified",1
2019,July,Cachexia,1
2019,July,Calculus of gallbladder with acute cholecystitis,1
2019,July,Calculus of kidney and ureter,1
2019,July,"Cerebral infarction, unspecified",1
2019,July,Cholelithiasis,1
2019,July,Chronic kidney disease,1
2019,July,Chronic obstructive pulmonary disease with acute lower respiratory infection (COAD),1
2019,July,Concussion,1
2019,July,"Contact with hornets, wasps and bees",1
2019,July,Delivery by elective caesarean section (LSCS elective),1
2019,July,"Dentofacial anomaly, unspecified",1
2019,July,"Disorientation, unspecified",1
2019,July,Diverticular disease of intestine,1
2019,July,Driver injured in collision with other and unspecified motor vehicles in nontraffic accident,1
2019,July,Drowning and nonfatal submersion,1
2019,July,Effects of electric current,1
2019,July,Elevated blood glucose level,1
2019,July,"False labour, unspecified",1
2019,July,Febrile convulsions,1
2019,July,"Fever, unspecified (PUO)",1
2019,July,Flatulence and related conditions (belching),1
2019,July,Fracture at wrist and hand level,1
2019,July,Fracture of acetabulum,1
2019,July,Fracture of fibula alone,1
2019,July,Fracture of lateral malleolus,1
2019,July,Fracture of lower end of both ulna and radius,1
2019,July,Fracture of lower end of radius,1
2019,July,"Fracture of lower leg, including ankle",1
2019,July,Fracture of nasal bones,1
2019,July,Fracture of neck of femur,1
2019,July,Fracture of pubis,1
2019,July,Fracture of second cervical vertebra,1
2019,July,Fracture of thoracic vertebra,1
2019,July,Fractures of other parts of lower leg,1
2019,July,Fractures of other skull and facial bones,1
2019,July,Functional diarrhoea,1
2019,July,"Gastrointestinal haemorrhage, unspecified",1
2019,July,Haemoptysis,1
2019,July,Headache,1
2019,July,Helicobacter pylori [H.pylori] as the cause of diseases classified to other chapters,1
2019,July,"Hyperglycaemia, unspecified",1
2019,July,"Hypotension, unspecified",1
2019,July,Influenza due to certain identified influenza virus,1
2019,July,Injury of Achilles tendon,1
2019,July,Injury of extensor muscle and tendon of other finger at wrist and hand level,1
2019,July,Iron deficiency anaemia,1
2019,July,"Liver disease, unspecified",1
2019,July,Living alone,1
2019,July,Localization-related (focal)(partial) symptomatic epilepsy and epileptic syndromes with complex partial seizures,1
2019,July,"Localized swelling, mass and lump, lower limb",1
2019,July,"Localized swelling, mass and lump, unspecified",1
2019,July,"Malignant neoplasm (Cancer / Carcinoma) of other and ill-defined sites: Head, face and neck",1
2019,July,"Malignant neoplasm (Cancer / Carcinoma): Bladder, unspecified",1
2019,July,Migraine with aura [classical migraine],1
2019,July,Mittelschmerz,1
2019,July,Motion sickness,1
2019,July,"Neoplasm of uncertain or unknown behaviour: Neoplasm of uncertain or unknown behaviour, unspecified",1
2019,July,Non-insulin-dependent diabetes mellitus (NIDDM): With other specified complications,1
2019,July,"Oedema, unspecified",1
2019,July,Oesophageal varices with bleeding,1
2019,July,Open wound of cheek and temporomandibular area,1
2019,July,"Open wound of wrist and hand part, part unspecified",1
2019,July,Other and unspecified gastroenteritis and colitis of infectious origin,1
2019,July,Other and unspecified injuries of head,1
2019,July,Other disorders of prostate,1
2019,July,Other feeding problems of newborn,1
2019,July,Other gastritis,1
2019,July,Other specified fever,1
2019,July,Other specified injuries of ankle and foot,1
2019,July,Other specified joint disorders,1
2019,July,Other symptoms and signs concerning food and fluid intake,1
2019,July,Pain localized to other parts of lower abdomen,1
2019,July,Panic disorder [episodic paroxysmal anxiety],1
2019,July,Pedestrian injured in nontraffic accident involving other and unspecified motor vehicles,1
2019,July,"Personal history (PH) of allergy to drugs, medicaments and biological substances",1
2019,July,"Pneumonia, organism unspecified",1
2019,July,"Premature rupture of membranes, unspecified",1
2019,July,Primary inadequate contractions,1
2019,July,Recurrent and persistent haematuria: Unspecified,1
2019,July,Residual foreign body in soft tissue,1
2019,July,Retention of urine,1
2019,July,Secondary hypertension (HT),1
2019,July,"Sepsis, unspecified",1
2019,July,Severe alcohol intoxication,1
2019,July,"Spontaneous abortion: Complete or unspecified, without complication",1
2019,July,Sprain and strain of cervical spine,1
2019,July,Subdural haemorrhage (acute)(nontraumatic),1
2019,July,Supraventricular tachycardia (SVT),1
2019,July,Threatened abortion,1
2019,July,"Transient cerebral ischaemic attack, unspecified (TIA)",1
2019,July,Traumatic secondary and recurrent haemorrhage,1
2019,July,Typhus fever,1
2019,July,"Ulcer of lower limb, not elsewhere classified",1
2019,July,"Unilateral or unspecified inguinal hernia, without obstruction or gangrene",1
2019,July,Unspecified abdominal hernia,1
2019,July,Unspecified drowning and submersion,1
2019,July,Unspecified fall,1
2019,July,Unspecified injury of shoulder and upper arm,1
2019,July,Unspecified jaundice,1
2019,July,Unspecified nonorganic psychosis,1
2019,July,Ventricular tachycardia,1
2019,July,"Viral pneumonia, unspecified",1
2019,July,Volume depletion,1
2019,August,Acute and transient psychotic disorders,1
2019,August,Acute myeloblastic leukaemia [AML],1
2019,August,"Acute renal failure, unspecified",1
2019,August,Acute subendocardial myocardial infarction (MI) Non-ST elevation (NSTEMI),1
2019,August,"Alcohol involvement, not otherwise specified",1
2019,August,Anaemia in neoplastic disease,1
2019,August,Ascites,1
2019,August,"Asthma, unspecified",1
2019,August,"Bacterial pneumonia, unspecified",1
2019,August,Benign paroxysmal vertigo,1
2019,August,Bitten or stung by nonvenomous insect and other nonvenomous arthropods,1
2019,August,Car occupant injured in other and unspecified transport accidents,1
2019,August,"Cardiac arrhythmia, unspecified",1
2019,August,Care involving use of rehabilitation procedures,1
2019,August,Cellulitis of other sites,1
2019,August,Cholelithiasis,1
2019,August,Cough,1
2019,August,"Cutaneous abscess, furuncle and carbuncle",1
2019,August,"Cutaneous abscess, furuncle and carbuncle of buttock",1
2019,August,"Cutaneous abscess, furuncle and carbuncle of limb",1
2019,August,Cyst of Bartholin gland,1
2019,August,Diabetic mononeuropathy,1
2019,August,"Disease of pancreas, unspecified",1
2019,August,Dislocation of hip,1
2019,August,Dislocation of shoulder joint,1
2019,August,"Disorientation, unspecified",1
2019,August,Driver injured in collision with other and unspecified motor vehicles in nontraffic accident,1
2019,August,Drowning and nonfatal submersion,1
2019,August,Dyspnoea (SOB),1
2019,August,"Epilepsy, unspecified",1
2019,August,Essential (primary) hypertension (HT),1
2019,August,Febrile convulsions,1
2019,August,Fever of other and unknown origin,1
2019,August,Follicular cysts of skin and subcutaneous tissue,1
2019,August,Follow-up examination after other treatment for other conditions,1
2019,August,Foreign body in stomach,1
2019,August,"Fracture of femur, part unspecified",1
2019,August,Fracture of lower end of both ulna and radius,1
2019,August,Fracture of neck of femur,1
2019,August,Fracture of shaft of femur,1
2019,August,Fracture of shaft of humerus,1
2019,August,Fracture of shaft of tibia,1
2019,August,Fractures of other parts of lower leg,1
2019,August,Gastro-oesophageal reflux disease,1
2019,August,Gastro-oesophageal reflux disease without oesophagitis (GORD / GERD),1
2019,August,Hypo-osmolality and hyponatraemia,1
2019,August,Infectious mononucleosis,1
2019,August,Injury of muscle and tendon at ankle and foot level,1
2019,August,Injury of nerve root of cervical spine,1
2019,August,Iron deficiency anaemia secondary to blood loss (chronic),1
2019,August,Labyrinthitis,1
2019,August,"Malignant neoplasm (Cancer / Carcinoma) of kidney, except renal pelvis",1
2019,August,"Malignant neoplasm (Cancer / Carcinoma): Bronchus or lung, unspecified",1
2019,August,"Maternal care for fetal problem, unspecified",1
2019,August,Maternal care for other specified fetal problems,1
2019,August,"Medical care, unspecified",1
2019,August,Mental and behavioural disorders due to use of alcohol: Withdrawal state,1
2019,August,Migraine,1
2019,August,"Migraine, unspecified",1
2019,August,Myeloid leukaemia,1
2019,August,Myositis,1
2019,August,Nausea and vomiting,1
2019,August,Neoplasm of uncertain or unknown behaviour: Colon,1
2019,August,Non-insulin-dependent diabetes mellitus (NIDDM): With multiple complications,1
2019,August,Open wound of finger(s) without damage to nail,1
2019,August,Open wound of knee,1
2019,August,Open wound of other parts of head,1
2019,August,"Open wound of wrist and hand part, part unspecified",1
2019,August,Open wounds involving multiple regions of lower limb(s),1
2019,August,Other acute gastritis,1
2019,August,Other anaemias,1
2019,August,Other and unspecified abnormalities of gait and mobility,1
2019,August,Other appendicitis,1
2019,August,Other cardiac arrhythmias,1
2019,August,"Other disorders of fluid, electrolyte and acid-base balance",1
2019,August,Other epilepsy,1
2019,August,Other salmonella infections,1
2019,August,Other sepsis,1
2019,August,Other specified abdominal hernia with gangrene,1
2019,August,Other specified drowning and submersion,1
2019,August,Other specified fever,1
2019,August,Other specified noninfective gastroenteritis and colitis,1
2019,August,"Other viral diseases, not elsewhere classified",1
2019,August,Other viral enteritis,1
2019,August,Pain in joint,1
2019,August,Pain in limb,1
2019,August,Pain localized to other parts of lower abdomen,1
2019,August,Phlebitis and thrombophlebitis of other deep vessels of lower extremities (DVT),1
2019,August,"Pleural effusion, not elsewhere classified",1
2019,August,Pneumonitis due to other solids and liquids (aspiration pneumonia),1
2019,August,Polyuria,1
2019,August,Postviral fatigue syndrome,1
2019,August,Problems related to care-provider dependency,1
2019,August,Purpura and other haemorrhagic conditions,1
2019,August,Rash and other nonspecific skin eruption,1
2019,August,Recurrent subluxation of patella,1
2019,August,Retention of urine,1
2019,August,Salmonella enteritis,1
2019,August,Salmonella sepsis,1
2019,August,Secondary Malignant neoplasm (Cancer / Carcinoma) of brain and cerebral meninges,1
2019,August,Special epileptic syndromes (epilepsy),1
2019,August,Superficial injury of head,1
2019,August,"Tendency to fall, not elsewhere classified",1
2019,August,Traumatic spondylopathy,1
2019,August,Tuberous sclerosis,1
2019,August,"Ulcer of lower limb, not elsewhere classified",1
2019,August,Unspecified dementia,1
2019,August,Unspecified haematuria,1
2019,August,Unspecified motorcycle rider injured in collision with other and unspecified motor vehicles in traffic accident,1
2019,August,Viral meningitis,1
2019,August,"Viral meningitis, unspecified",1
2019,August,Visual disturbances in diseases classified elsewhere,1
2019,August,Volume depletion,1
2019,September,Abscess of intestine,1
2019,September,Acute obstructive laryngitis [croup],1
2019,September,Acute pancreatitis,1
2019,September,"Acute pharyngitis, unspecified",1
2019,September,"Acute tonsillitis, unspecified",1
2019,September,Agranulocytosis,1
2019,September,Anaemia in other chronic diseases classified elsewhere,1
2019,September,Anal abscess,1
2019,September,Angioneurotic oedema,1
2019,September,Ascites,1
2019,September,Benign paroxysmal vertigo,1
2019,September,Calculus of kidney,1
2019,September,Cellulitis,1
2019,September,Cholecystitis,1
2019,September,"Chronic ischaemic heart disease, unspecified (IHD)",1
2019,September,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified (COAD)",1
2019,September,Constipation,1
2019,September,Contusion of other and unspecified parts of lower leg,1
2019,September,Cough,1
2019,September,"Cutaneous abscess, furuncle and carbuncle of limb",1
2019,September,Delivery by emergency caesarean section (LSCS emergency),1
2019,September,Dislocation of hip,1
2019,September,Dislocation of shoulder joint,1
2019,September,Disorders of orbit,1
2019,September,Diverticular disease of large intestine without perforation or abscess,1
2019,September,"Drug-induced headache, not elsewhere classified",1
2019,September,Enteroviral vesicular stomatitis with exanthem,1
2019,September,Epistaxis,1
2019,September,Essential (primary) hypertension (HT),1
2019,September,Feeding difficulties and mismanagement,1
2019,September,"Female pelvic inflammatory disease, unspecified",1
2019,September,Fracture of femur,1
2019,September,Fracture of lower end of humerus,1
2019,September,Fracture of lower end of tibia,1
2019,September,Fracture of medial malleolus,1
2019,September,Fracture of shaft of radius,1
2019,September,Fracture of upper end of humerus,1
2019,September,"Gastritis, unspecified",1
2019,September,Haematemesis,1
2019,September,"Haemorrhage and haematoma complicating a procedure, not elsewhere classified",1
2019,September,Hyperemesis gravidarum with metabolic disturbance,1
2019,September,Hyperkalaemia,1
2019,September,Hypo-osmolality and hyponatraemia,1
2019,September,Insulin-dependent diabetes mellitus (IDDM): Without complications,1
2019,September,"Intra-abdominal and pelvic swelling, mass and lump",1
2019,September,"Iron deficiency anaemia, unspecified",1
2019,September,Laboratory examination,1
2019,September,Left ventricular failure,1
2019,September,Localization-related (focal)(partial) symptomatic epilepsy and epileptic syndromes with simple partial seizures,1
2019,September,Localized enlarged lymph nodes,1
2019,September,Low back pain,1
2019,September,Melaena,1
2019,September,Migraine with aura [classical migraine],1
2019,September,"Migraine, unspecified",1
2019,September,Multiple fractures of cervical spine,1
2019,September,Nausea and vomiting,1
2019,September,Open wound of thigh,1
2019,September,"Other abortion: Complete or unspecified, with other and unspecified complications",1
2019,September,Other and unspecified genitourinary tract infection in pregnancy,1
2019,September,Other and unspecified injuries of head,1
2019,September,Other and unspecified intestinal obstruction,1
2019,September,Other bacterial pneumonia,1
2019,September,Other hypoglycaemia,1
2019,September,Other specified diabetes mellitus (DM): With ketoacidosis,1
2019,September,Other specified fever,1
2019,September,Other specified injuries of head,1
2019,September,Other specified metabolic disorders,1
2019,September,Other symptoms and signs concerning food and fluid intake,1
2019,September,Other transient cerebral ischaemic attacks and related syndromes,1
2019,September,Otitis externa,1
2019,September,"Otitis media, unspecified",1
2019,September,"Ovarian dysfunction, unspecified",1
2019,September,Panic disorder [episodic paroxysmal anxiety],1
2019,September,Paraesthesia of skin,1
2019,September,"Peripheral vascular disease, unspecified",1
2019,September,Personal history (PH) of malignant neoplasms of other organs and systems,1
2019,September,"Petit mal, unspecified, without grand mal seizures (epilepsy)",1
2019,September,Pneumonitis due to food and vomit (aspiration pneumonia),1
2019,September,Pneumothorax,1
2019,September,"Poisoning: Other and unspecified drugs, medicaments and biological substances",1
2019,September,"Pregnancy-related condition, unspecified",1
2019,September,"Problem related to social environment, unspecified",1
2019,September,Pulmonary embolism,1
2019,September,Pulmonary embolism without mention of acute cor pulmonale,1
2019,September,"Spontaneous abortion: Incomplete, without complication",1
2019,September,"Tendency to fall, not elsewhere classified",1
2019,September,Transient global amnesia,1
2019,September,"Tremor, unspecified",1
2019,September,Unknown and unspecified causes of morbidity (unknown diagnosis),1
2019,September,Unspecified kidney failure,1
2019,September,Unspecified visual impairment (binocular),1
2019,September,"Vitamin B12, folic acid and other anti-megaloblastic-anaemia preparations",1
2019,September,Volume depletion,1
2019,September,Zoster [herpes zoster],1
2019,October,"Abnormality of forces of labour, unspecified",1
2019,October,"Acquired haemolytic anaemia, unspecified",1
2019,October,"Acute appendicitis, other and unspecified",1
2019,October,Acute cholecystitis,1
2019,October,Acute pancreatitis,1
2019,October,"Acute tonsillitis, unspecified",1
2019,October,"Alcohol involvement, not otherwise specified",1
2019,October,"Allergic contact dermatitis, unspecified cause",1
2019,October,"Allergy, unspecified",1
2019,October,"Anxiety disorder, unspecified",1
2019,October,Ascites,1
2019,October,"Atrioventricular block, second degree",1
2019,October,"Bacterial pneumonia, not elsewhere classified",1
2019,October,Benign paroxysmal vertigo,1
2019,October,Burns classified according to extent of body surface involved,1
2019,October,Burns involving 10-19% of body surface,1
2019,October,Campylobacter enteritis,1
2019,October,Cellulitis,1
2019,October,Cerebral infarction due to unspecified occlusion or stenosis of cerebral arteries,1
2019,October,Cholecystitis,1
2019,October,"Chronic ischaemic heart disease, unspecified (IHD)",1
2019,October,"Chronic ulcer of skin, not elsewhere classified",1
2019,October,"Cord compression, unspecified",1
2019,October,"Corrosion of second degree of shoulder and upper limb, except wrist and hand",1
2019,October,Dislocation of cervical vertebra,1
2019,October,"Disorder of male genital organs, unspecified (testis)",1
2019,October,Essential (primary) hypertension (HT),1
2019,October,Femoral hernia,1
2019,October,Fetus and newborn affected by delivery by vacuum extractor [ventouse],1
2019,October,Fever of other and unknown origin,1
2019,October,"Finding of other specified substances, not normally found in blood",1
2019,October,Fitting and adjustment of ileostomy and other intestinal appliances [PEG] (insertion),1
2019,October,Fracture of calcaneus,1
